# Product revenue by region, printed in a filer's FY2025 annual report tables but not
# tagged in the SEC data sets, so not read by the product revenue fetcher.
#
# Ten modelled filers tag the split in XBRL and it is fetched. Pfizer, BMS, AbbVie,
# Novartis, Sanofi, Regeneron and the rest print it in their annual report tables
# instead, and these rows are those tables, loaded by regional_loe.load_curated_revenue
# as curated rows that outrank a fetched split. value is in millions of the reporting
# currency as printed, region is US, INTL (all outside the US together), EU, JP, CN, EM
# or ROW, and region_label is the filer's own column heading. Every row has the
# accession and a verbatim quote checked against the filed document.
ticker,brand,fiscal_year,region,region_label,value,unit,accession,quote
AZN,Tagrisso,2025,EU,Europe,1423,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Tagrisso | 7,254 | 10 | 10 | 3,064 | 11 | 1,971 | 12 | 14 | 1,423 | 9 | 6 | 796 | 5 | 5"
AZN,Tagrisso,2025,ROW,Established ROW,796,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Tagrisso | 7,254 | 10 | 10 | 3,064 | 11 | 1,971 | 12 | 14 | 1,423 | 9 | 6 | 796 | 5 | 5"
AZN,Imfinzi,2025,US,US,3509,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Imfinzi | 6,063 | 29 | 28 | 3,509 | 35 | 640 | 34 | 38 | 1,239 | 31 | 26 | 675 | (2) | (2)"
AZN,Imfinzi,2025,EM,Emerging Markets,640,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Imfinzi | 6,063 | 29 | 28 | 3,509 | 35 | 640 | 34 | 38 | 1,239 | 31 | 26 | 675 | (2) | (2)"
AZN,Imfinzi,2025,EU,Europe,1239,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Imfinzi | 6,063 | 29 | 28 | 3,509 | 35 | 640 | 34 | 38 | 1,239 | 31 | 26 | 675 | (2) | (2)"
AZN,Imfinzi,2025,ROW,Established ROW,675,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Imfinzi | 6,063 | 29 | 28 | 3,509 | 35 | 640 | 34 | 38 | 1,239 | 31 | 26 | 675 | (2) | (2)"
AZN,Calquence,2025,US,US,2339,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Calquence | 3,518 | 12 | 12 | 2,339 | 7 | 233 | 52 | 54 | 784 | 20 | 15 | 162 | 25 | 27"
AZN,Calquence,2025,EM,Emerging Markets,233,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Calquence | 3,518 | 12 | 12 | 2,339 | 7 | 233 | 52 | 54 | 784 | 20 | 15 | 162 | 25 | 27"
AZN,Calquence,2025,EU,Europe,784,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Calquence | 3,518 | 12 | 12 | 2,339 | 7 | 233 | 52 | 54 | 784 | 20 | 15 | 162 | 25 | 27"
AZN,Calquence,2025,ROW,Established ROW,162,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Calquence | 3,518 | 12 | 12 | 2,339 | 7 | 233 | 52 | 54 | 784 | 20 | 15 | 162 | 25 | 27"
AZN,Lynparza,2025,US,US,1434,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Lynparza | 3,279 | 7 | 6 | 1,434 | 8 | 669 | 2 | 1 | 914 | 10 | 6 | 262 | 3 | 4"
AZN,Lynparza,2025,EM,Emerging Markets,669,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Lynparza | 3,279 | 7 | 6 | 1,434 | 8 | 669 | 2 | 1 | 914 | 10 | 6 | 262 | 3 | 4"
AZN,Lynparza,2025,EU,Europe,914,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Lynparza | 3,279 | 7 | 6 | 1,434 | 8 | 669 | 2 | 1 | 914 | 10 | 6 | 262 | 3 | 4"
AZN,Lynparza,2025,ROW,Established ROW,262,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Lynparza | 3,279 | 7 | 6 | 1,434 | 8 | 669 | 2 | 1 | 914 | 10 | 6 | 262 | 3 | 4"
AZN,Enhertu,2025,EM,Emerging Markets,668,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Enhertu | 977 | 79 | 81 | — | — | 668 | 91 | 95 | 207 | 64 | 58 | 102 | 47 | 51
AZN,Enhertu,2025,EU,Europe,207,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Enhertu | 977 | 79 | 81 | — | — | 668 | 91 | 95 | 207 | 64 | 58 | 102 | 47 | 51
AZN,Enhertu,2025,ROW,Established ROW,102,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Enhertu | 977 | 79 | 81 | — | — | 668 | 91 | 95 | 207 | 64 | 58 | 102 | 47 | 51
AZN,Zoladex,2025,US,US,19,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Zoladex | 1,106 | 5 | 6 | 19 | 17 | 842 | 6 | 8 | 157 | 6 | 3 | 88 | (11) | (10)"
AZN,Zoladex,2025,EM,Emerging Markets,842,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Zoladex | 1,106 | 5 | 6 | 19 | 17 | 842 | 6 | 8 | 157 | 6 | 3 | 88 | (11) | (10)"
AZN,Zoladex,2025,EU,Europe,157,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Zoladex | 1,106 | 5 | 6 | 19 | 17 | 842 | 6 | 8 | 157 | 6 | 3 | 88 | (11) | (10)"
AZN,Zoladex,2025,ROW,Established ROW,88,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Zoladex | 1,106 | 5 | 6 | 19 | 17 | 842 | 6 | 8 | 157 | 6 | 3 | 88 | (11) | (10)"
AZN,Truqap,2025,US,US,586,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Truqap | 728 | 69 | 68 | 586 | 44 | 23 | n/m | n/m | 85 | n/m | n/m | 34 | n/m | n/m
AZN,Truqap,2025,EM,Emerging Markets,23,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Truqap | 728 | 69 | 68 | 586 | 44 | 23 | n/m | n/m | 85 | n/m | n/m | 34 | n/m | n/m
AZN,Truqap,2025,EU,Europe,85,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Truqap | 728 | 69 | 68 | 586 | 44 | 23 | n/m | n/m | 85 | n/m | n/m | 34 | n/m | n/m
AZN,Truqap,2025,ROW,Established ROW,34,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Truqap | 728 | 69 | 68 | 586 | 44 | 23 | n/m | n/m | 85 | n/m | n/m | 34 | n/m | n/m
AZN,Imjudo,2025,US,US,227,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Imjudo | 346 | 23 | 23 | 227 | 26 | 22 | 40 | 43 | 52 | 43 | 38 | 45 | (9) | (9)
AZN,Imjudo,2025,EM,Emerging Markets,22,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Imjudo | 346 | 23 | 23 | 227 | 26 | 22 | 40 | 43 | 52 | 43 | 38 | 45 | (9) | (9)
AZN,Imjudo,2025,EU,Europe,52,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Imjudo | 346 | 23 | 23 | 227 | 26 | 22 | 40 | 43 | 52 | 43 | 38 | 45 | (9) | (9)
AZN,Imjudo,2025,ROW,Established ROW,45,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Imjudo | 346 | 23 | 23 | 227 | 26 | 22 | 40 | 43 | 52 | 43 | 38 | 45 | (9) | (9)
AZN,Farxiga,2025,US,US,1730,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Farxiga | 8,400 | 10 | 9 | 1,730 | (1) | 3,324 | 17 | 18 | 2,941 | 12 | 8 | 405 | (3) | (3)"
AZN,Farxiga,2025,EM,Emerging Markets,3324,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Farxiga | 8,400 | 10 | 9 | 1,730 | (1) | 3,324 | 17 | 18 | 2,941 | 12 | 8 | 405 | (3) | (3)"
AZN,Farxiga,2025,EU,Europe,2941,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Farxiga | 8,400 | 10 | 9 | 1,730 | (1) | 3,324 | 17 | 18 | 2,941 | 12 | 8 | 405 | (3) | (3)"
AZN,Farxiga,2025,ROW,Established ROW,405,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Farxiga | 8,400 | 10 | 9 | 1,730 | (1) | 3,324 | 17 | 18 | 2,941 | 12 | 8 | 405 | (3) | (3)"
AZN,Crestor,2025,US,US,45,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Crestor | 1,216 | 5 | 6 | 45 | (3) | 1,041 | 11 | 12 | 1 | (97) | (97) | 129 | (5) | (5)"
AZN,Crestor,2025,EM,Emerging Markets,1041,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Crestor | 1,216 | 5 | 6 | 45 | (3) | 1,041 | 11 | 12 | 1 | (97) | (97) | 129 | (5) | (5)"
AZN,Crestor,2025,EU,Europe,1,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Crestor | 1,216 | 5 | 6 | 45 | (3) | 1,041 | 11 | 12 | 1 | (97) | (97) | 129 | (5) | (5)"
AZN,Crestor,2025,ROW,Established ROW,129,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Crestor | 1,216 | 5 | 6 | 45 | (3) | 1,041 | 11 | 12 | 1 | (97) | (97) | 129 | (5) | (5)"
AZN,Brilinta,2025,US,US,393,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Brilinta | 823 | (38) | (38) | 393 | (48) | 273 | (7) | (7) | 147 | (45) | (46) | 10 | (51) | (48)
AZN,Brilinta,2025,EM,Emerging Markets,273,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Brilinta | 823 | (38) | (38) | 393 | (48) | 273 | (7) | (7) | 147 | (45) | (46) | 10 | (51) | (48)
AZN,Brilinta,2025,EU,Europe,147,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Brilinta | 823 | (38) | (38) | 393 | (48) | 273 | (7) | (7) | 147 | (45) | (46) | 10 | (51) | (48)
AZN,Brilinta,2025,ROW,Established ROW,10,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Brilinta | 823 | (38) | (38) | 393 | (48) | 273 | (7) | (7) | 147 | (45) | (46) | 10 | (51) | (48)
AZN,Lokelma,2025,US,US,301,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Lokelma | 698 | 29 | 28 | 301 | 18 | 129 | 50 | 52 | 129 | 39 | 34 | 139 | 29 | 28
AZN,Lokelma,2025,EM,Emerging Markets,129,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Lokelma | 698 | 29 | 28 | 301 | 18 | 129 | 50 | 52 | 129 | 39 | 34 | 139 | 29 | 28
AZN,Lokelma,2025,EU,Europe,129,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Lokelma | 698 | 29 | 28 | 301 | 18 | 129 | 50 | 52 | 129 | 39 | 34 | 139 | 29 | 28
AZN,Lokelma,2025,ROW,Established ROW,139,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Lokelma | 698 | 29 | 28 | 301 | 18 | 129 | 50 | 52 | 129 | 39 | 34 | 139 | 29 | 28
AZN,Seloken,2025,EM,Emerging Markets,586,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Seloken | 607 | — | 2 | — | — | 586 | (1) | 1 | 18 | 43 | 43 | 3 | 1 | 14
AZN,Seloken,2025,EU,Europe,18,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Seloken | 607 | — | 2 | — | — | 586 | (1) | 1 | 18 | 43 | 43 | 3 | 1 | 14
AZN,Seloken,2025,ROW,Established ROW,3,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Seloken | 607 | — | 2 | — | — | 586 | (1) | 1 | 18 | 43 | 43 | 3 | 1 | 14
AZN,Roxadustat,2025,EM,Emerging Markets,274,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Roxadustat | 274 | (17) | (17) | — | — | 274 | (17) | (17) | — | — | — | — | — | —
AZN,Symbicort,2025,US,US,1193,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Symbicort | 2,885 | — | — | 1,193 | 1 | 801 | (1) | 1 | 560 | — | (3) | 331 | 1 | 3"
AZN,Symbicort,2025,EM,Emerging Markets,801,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Symbicort | 2,885 | — | — | 1,193 | 1 | 801 | (1) | 1 | 560 | — | (3) | 331 | 1 | 3"
AZN,Symbicort,2025,EU,Europe,560,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Symbicort | 2,885 | — | — | 1,193 | 1 | 801 | (1) | 1 | 560 | — | (3) | 331 | 1 | 3"
AZN,Symbicort,2025,ROW,Established ROW,331,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Symbicort | 2,885 | — | — | 1,193 | 1 | 801 | (1) | 1 | 560 | — | (3) | 331 | 1 | 3"
AZN,Fasenra,2025,US,US,1195,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Fasenra | 1,981 | 17 | 16 | 1,195 | 14 | 117 | 27 | 29 | 482 | 19 | 15 | 187 | 29 | 30"
AZN,Fasenra,2025,EM,Emerging Markets,117,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Fasenra | 1,981 | 17 | 16 | 1,195 | 14 | 117 | 27 | 29 | 482 | 19 | 15 | 187 | 29 | 30"
AZN,Fasenra,2025,EU,Europe,482,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Fasenra | 1,981 | 17 | 16 | 1,195 | 14 | 117 | 27 | 29 | 482 | 19 | 15 | 187 | 29 | 30"
AZN,Fasenra,2025,ROW,Established ROW,187,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Fasenra | 1,981 | 17 | 16 | 1,195 | 14 | 117 | 27 | 29 | 482 | 19 | 15 | 187 | 29 | 30"
AZN,Breztri,2025,US,US,614,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Breztri | 1,199 | 23 | 22 | 614 | 19 | 298 | 22 | 22 | 191 | 33 | 29 | 96 | 30 | 30"
AZN,Breztri,2025,EM,Emerging Markets,298,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Breztri | 1,199 | 23 | 22 | 614 | 19 | 298 | 22 | 22 | 191 | 33 | 29 | 96 | 30 | 30"
AZN,Breztri,2025,EU,Europe,191,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Breztri | 1,199 | 23 | 22 | 614 | 19 | 298 | 22 | 22 | 191 | 33 | 29 | 96 | 30 | 30"
AZN,Breztri,2025,ROW,Established ROW,96,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Breztri | 1,199 | 23 | 22 | 614 | 19 | 298 | 22 | 22 | 191 | 33 | 29 | 96 | 30 | 30"
AZN,Tezspire,2025,EM,Emerging Markets,40,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Tezspire | 458 | 85 | 80 | — | — | 40 | n/m | n/m | 297 | 90 | 83 | 121 | 51 | 51
AZN,Tezspire,2025,EU,Europe,297,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Tezspire | 458 | 85 | 80 | — | — | 40 | n/m | n/m | 297 | 90 | 83 | 121 | 51 | 51
AZN,Tezspire,2025,ROW,Established ROW,121,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Tezspire | 458 | 85 | 80 | — | — | 40 | n/m | n/m | 297 | 90 | 83 | 121 | 51 | 51
AZN,Saphnelo,2025,US,US,596,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Saphnelo | 686 | 45 | 44 | 596 | 40 | 16 | n/m | n/m | 49 | 89 | 81 | 25 | 52 | 52
AZN,Saphnelo,2025,EM,Emerging Markets,16,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Saphnelo | 686 | 45 | 44 | 596 | 40 | 16 | n/m | n/m | 49 | 89 | 81 | 25 | 52 | 52
AZN,Saphnelo,2025,EU,Europe,49,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Saphnelo | 686 | 45 | 44 | 596 | 40 | 16 | n/m | n/m | 49 | 89 | 81 | 25 | 52 | 52
AZN,Saphnelo,2025,ROW,Established ROW,25,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Saphnelo | 686 | 45 | 44 | 596 | 40 | 16 | n/m | n/m | 49 | 89 | 81 | 25 | 52 | 52
AZN,Pulmicort,2025,US,US,5,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Pulmicort | 518 | (24) | (24) | 5 | (21) | 414 | (27) | (27) | 63 | (12) | (15) | 36 | (1) | 1
AZN,Pulmicort,2025,EM,Emerging Markets,414,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Pulmicort | 518 | (24) | (24) | 5 | (21) | 414 | (27) | (27) | 63 | (12) | (15) | 36 | (1) | 1
AZN,Pulmicort,2025,EU,Europe,63,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Pulmicort | 518 | (24) | (24) | 5 | (21) | 414 | (27) | (27) | 63 | (12) | (15) | 36 | (1) | 1
AZN,Pulmicort,2025,ROW,Established ROW,36,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Pulmicort | 518 | (24) | (24) | 5 | (21) | 414 | (27) | (27) | 63 | (12) | (15) | 36 | (1) | 1
AZN,Airsupra,2025,US,US,162,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Airsupra | 166 | n/m | n/m | 162 | n/m | 4 | n/m | n/m | — | — | — | — | — | —
AZN,Airsupra,2025,EM,Emerging Markets,4,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Airsupra | 166 | n/m | n/m | 162 | n/m | 4 | n/m | n/m | — | — | — | — | — | —
AZN,Beyfortus,2025,US,US,184,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Beyfortus | 281 | (12) | (12) | 184 | (21) | — | — | — | 94 | 12 | 12 | 3 | 58 | 53
AZN,Beyfortus,2025,EU,Europe,94,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Beyfortus | 281 | (12) | (12) | 184 | (21) | — | — | — | 94 | 12 | 12 | 3 | 58 | 53
AZN,Beyfortus,2025,ROW,Established ROW,3,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Beyfortus | 281 | (12) | (12) | 184 | (21) | — | — | — | 94 | 12 | 12 | 3 | 58 | 53
AZN,Synagis,2025,US,US,-3,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Synagis | 292 | (35) | (34) | (3) | (57) | 214 | 2 | 4 | 50 | (56) | (57) | 31 | (76) | (76)
AZN,Synagis,2025,EM,Emerging Markets,214,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Synagis | 292 | (35) | (34) | (3) | (57) | 214 | 2 | 4 | 50 | (56) | (57) | 31 | (76) | (76)
AZN,Synagis,2025,EU,Europe,50,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Synagis | 292 | (35) | (34) | (3) | (57) | 214 | 2 | 4 | 50 | (56) | (57) | 31 | (76) | (76)
AZN,Synagis,2025,ROW,Established ROW,31,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Synagis | 292 | (35) | (34) | (3) | (57) | 214 | 2 | 4 | 50 | (56) | (57) | 31 | (76) | (76)
AZN,Flumist,2025,US,US,28,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... FluMist | 272 | 6 | 3 | 28 | 1 | 5 | n/m | n/m | 210 | 3 | (1) | 29 | 19 | 19
AZN,Flumist,2025,EM,Emerging Markets,5,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... FluMist | 272 | 6 | 3 | 28 | 1 | 5 | n/m | n/m | 210 | 3 | (1) | 29 | 19 | 19
AZN,Flumist,2025,EU,Europe,210,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... FluMist | 272 | 6 | 3 | 28 | 1 | 5 | n/m | n/m | 210 | 3 | (1) | 29 | 19 | 19
AZN,Flumist,2025,ROW,Established ROW,29,USD,0001104659-26-019130,World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... FluMist | 272 | 6 | 3 | 28 | 1 | 5 | n/m | n/m | 210 | 3 | (1) | 29 | 19 | 19
AZN,Ultomiris,2025,US,US,2667,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Ultomiris | 4,718 | 20 | 19 | 2,667 | 18 | 261 | 84 | 90 | 1,053 | 19 | 15 | 737 | 16 | 15"
AZN,Ultomiris,2025,EM,Emerging Markets,261,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Ultomiris | 4,718 | 20 | 19 | 2,667 | 18 | 261 | 84 | 90 | 1,053 | 19 | 15 | 737 | 16 | 15"
AZN,Ultomiris,2025,EU,Europe,1053,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Ultomiris | 4,718 | 20 | 19 | 2,667 | 18 | 261 | 84 | 90 | 1,053 | 19 | 15 | 737 | 16 | 15"
AZN,Ultomiris,2025,ROW,Established ROW,737,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Ultomiris | 4,718 | 20 | 19 | 2,667 | 18 | 261 | 84 | 90 | 1,053 | 19 | 15 | 737 | 16 | 15"
AZN,Soliris,2025,US,US,1092,USD,0001104659-26-019130,"World | US | Emerging Markets | Europe | Established ROW ... 2025 | $m ... Soliris | 1,837 | (29) | (28) | 1,092 | (28) | 405 | (9) | (1) | 200 | (52) | (53) | 140 | (32) | (31)"
