# Vertex revenue that no asset on file carries, so that the model reconciles to the
# reported total of $12,001.3mm rather than to the $11,325.9mm of product rows it holds.
#
# "Other CF product revenues" is how Vertex reports Kalydeco, Orkambi and Symdeko/Symkevi:
# one line, never split. The three assets exist and have assumption rows, and they will
# stay blocked until Vertex splits the line, because a share of it for each would be a
# guess. This line carries the total instead. It is shrinking as patients move to the
# triples, and its growth is read off the halves the same way Trikafta's was.
#
# "Other revenues" was $30.7mm in FY2025 and nil in both quarters of 2026. It runs to
# zero, which is what the filings show rather than an assumption about them.
#
# Margins and the discount rate are the company's, from the same 10-K lines every Vertex
# asset carries, so the four assets and two lines together are the company's own P&L.
ticker,line,scenario,key,value,text_value,unit,source,note
VRTX,Other CF products,base,rd_pct,0.3258,,share of revenue,"VRTX FY2025 10-K, computed from the filed lines",
VRTX,Other CF products,base,tax_rate,0.1486,,effective rate,"VRTX FY2025 10-K, computed from the filed lines",
VRTX,Other revenues,base,base_revenue,30.7,,mm USD,"Vertex Q4 2025 8-K exhibit (0000875320-26-000034): Other revenues, twelve months ended December 31 2025",collaboration and other. Nil in both quarters of 2026
VRTX,Other revenues,base,revenue_growth_pct,-1.0,,"annual, near term","Other revenues were nil in Q1 and Q2 2026 against $10.0mm and $20.7mm a year earlier, Q1 and Q2 2026 8-K exhibits","runs to zero in the first forecast year, which is what the filings show. Worth carrying so the FY2025 base reconciles, not for its value"
VRTX,Other revenues,base,forecast_start_year,2026,,year,the year after the last reported full year,
VRTX,Other revenues,base,forecast_years,15,,years,the horizon Trikafta carries,
VRTX,Other revenues,base,risk_free,0.0501,,,"10-year Treasury constant maturity (FRED DGS10), 2026-09-16: 5.01%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
VRTX,Other revenues,base,erp,0.0414,,,"Damodaran implied US equity risk premium, 2026-09-01: 4.14% on the trailing twelve month with adjusted payout basis, against his own 4.75% US Treasury. The 0.22% US default spread is not added back, since this book discounts at the raw ten-year (pages.stern.nyu.edu/~adamodar/New_Home_Page/home.htm)",
VRTX,Other revenues,base,beta,0.69,,,"computed from 262 weekly returns vs S&P 500 over five years, Blume-adjusted",
VRTX,Other revenues,base,cost_of_debt,0.056,,,"ICE BofA A-rated US corporate effective yield (FRED BAMLC0A3CAEY), 2026-09-16: 5.60%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
VRTX,Other revenues,base,debt_weight,0.05,,,Vertex near-zero debt (CASGEVY workbook C35),
VRTX,Other revenues,base,cogs_pct,0.1376,,share of revenue,"VRTX FY2025 10-K, computed from the filed lines",
VRTX,Other revenues,base,sga_pct,0.1461,,share of revenue,"VRTX FY2025 10-K, computed from the filed lines",
VRTX,Other revenues,base,rd_pct,0.3258,,share of revenue,"VRTX FY2025 10-K, computed from the filed lines",
VRTX,Other revenues,base,tax_rate,0.1486,,effective rate,"VRTX FY2025 10-K, computed from the filed lines",
VRTX,Other CF products,base,other_costs_pct,-0.001683,,share of revenue,"derived: Vertex generated $12,074mm of free cash flow on $49,396mm of revenue over the five years to 2025, a 24.44% margin, against the 33.0% its cost of sales, SG&A and R&D leave. Five years rather than three because operating cash flow was negative $493mm in 2024 on the Alpine acquisition, which takes a three-year window to 17.5% and lets one deal set the rate. Restated before interest: VRTX paid $195mm of interest inside operating cash flow over 2021 to 2025, 0.39% of revenue. The free cash flow above is struck after it and the valuation already charges the debt by subtracting net debt, so the charge falls by that much, from 10.33% to 9.94%. Restated at replacement capex: VRTX spent $1,375mm on plant over 2021 to 2025 against $758mm of plant depreciation, 1.25% of revenue above what keeps the plant running. Taken at depreciation, the charge falls from 9.94% to 8.47%. Restated without one-off cash: VRTX's free cash flow over 2021 to 2025 carried $6,517mm of deal payments in operating cash flow, capital allocation whose assets the book values separately. None recurs, so the charge falls from 8.47% to 0.00%. Restated to the amortisation floor: the filed cost lines leave a 39.05% pre-tax margin where the cash over 2021 to 2025 supports 43.77%, so the charge rebuilds at -4.72%. It was held at nil, but VRTX books $20mm of non-cash amortisation of acquired intangibles inside cost of sales in FY2025 (0000875320-26-000056), 0.17% of revenue, so the charge stops at that floor: -0.17%. Restated without working capital build: over 2021 to 2025 VRTX's cash flow statement shows receivables up $1,164mm, inventories up $1,594mm, payables up $288mm, a working capital build of $2,470mm, 5.00% of revenue. Growth ties that cash up once, not on every product for ever, so the charge was held at the amortisation floor, -0.17% where the filed figures rebuild it at -4.72%, and stays there.","acquired IPR&D charges above all, then amortisation, restructuring and capital spending, allocated to every Vertex line in proportion to its revenue"
VRTX,Other revenues,base,other_costs_pct,-0.001683,,share of revenue,"derived: Vertex generated $12,074mm of free cash flow on $49,396mm of revenue over the five years to 2025, a 24.44% margin, against the 33.0% its cost of sales, SG&A and R&D leave. Five years rather than three because operating cash flow was negative $493mm in 2024 on the Alpine acquisition, which takes a three-year window to 17.5% and lets one deal set the rate. Restated before interest: VRTX paid $195mm of interest inside operating cash flow over 2021 to 2025, 0.39% of revenue. The free cash flow above is struck after it and the valuation already charges the debt by subtracting net debt, so the charge falls by that much, from 10.33% to 9.94%. Restated at replacement capex: VRTX spent $1,375mm on plant over 2021 to 2025 against $758mm of plant depreciation, 1.25% of revenue above what keeps the plant running. Taken at depreciation, the charge falls from 9.94% to 8.47%. Restated without one-off cash: VRTX's free cash flow over 2021 to 2025 carried $6,517mm of deal payments in operating cash flow, capital allocation whose assets the book values separately. None recurs, so the charge falls from 8.47% to 0.00%. Restated to the amortisation floor: the filed cost lines leave a 39.05% pre-tax margin where the cash over 2021 to 2025 supports 43.77%, so the charge rebuilds at -4.72%. It was held at nil, but VRTX books $20mm of non-cash amortisation of acquired intangibles inside cost of sales in FY2025 (0000875320-26-000056), 0.17% of revenue, so the charge stops at that floor: -0.17%. Restated without working capital build: over 2021 to 2025 VRTX's cash flow statement shows receivables up $1,164mm, inventories up $1,594mm, payables up $288mm, a working capital build of $2,470mm, 5.00% of revenue. Growth ties that cash up once, not on every product for ever, so the charge was held at the amortisation floor, -0.17% where the filed figures rebuild it at -4.72%, and stays there.","acquired IPR&D charges above all, then amortisation, restructuring and capital spending, allocated to every Vertex line in proportion to its revenue"
