# Regeneron revenue that no asset on file carries, which is most of the company.
#
# Regeneron sells four products in the United States and books the rest of what it earns
# as collaboration revenue: its share of the profits Sanofi makes on Dupixent and Kevzara,
# and its share of what Bayer makes on EYLEA outside the United States. In FY2025 that was
# $7,307mm of $14,343mm, more than half the company, and no asset row could hold any of it.
# Dupixent in particular is Sanofi's to record; giving Regeneron the $6.0bn of global sales
# it reports would model the same drug twice and at the wrong company.
#
# So the collaborations are lines, not assets, carried at what Regeneron itself books.
# The Sanofi collaboration was one until 2026-09-17; it is now carried on the Dupixent
# asset (data/assumptions/regn_dupixent.csv), so it keeps Dupixent's growth and loses
# exclusivity when Dupixent does, which a line cannot.
#
# Margins and the discount rate are the company's, from the same filed lines every
# Regeneron asset carries. Regeneron tags no cost of revenue at all, which the free cash
# calibration in other_costs_pct absorbs: the derivation targets what the company actually
# turned into cash, so a missing expense line cannot flatter the result.
ticker,line,scenario,key,value,text_value,unit,source,note
REGN,Bayer collaboration,base,other_costs_pct,0.056184,,share of revenue,"derived: REGN turned 27.89% of revenue into free cash over 2023 to 2025 against what its filed expense lines leave. Restated before interest: REGN paid $167mm of interest inside operating cash flow over 2023 to 2025, 0.40% of revenue. The free cash flow above is struck after it and the valuation already charges the debt by subtracting net debt, so the charge falls by that much, from 9.59% to 9.19%. Restated at replacement capex: REGN spent $2,373mm on plant over 2023 to 2025 against $1,048mm of depreciation and amortisation less amortisation of intangibles, 3.18% of revenue above what keeps the plant running. Taken at depreciation, the charge falls from 9.19% to 5.63%. Restated without one-off cash: REGN's free cash flow over 2023 to 2025 carried $411mm of deal payments in operating cash flow, capital allocation whose assets the book values separately. None recurs, so the charge falls from 5.63% to 4.65%. Restated without working capital build: over 2023 to 2025 REGN's cash flow statement shows receivables up $395mm, inventories up $1,167mm, payables and accrued liabilities up $2,070mm, a working capital release of $509mm, 1.22% of revenue. A release flatters the window once and does not recur, so the charge rises from 4.65% to 6.01%. Rebuilt on the book's own ratios on 0.4039 of the revenue they are struck on, against 0.3477 the filings leave as cash over 2023 to 2025 (free cash flow before interest, at replacement capex, without one-off cash and without working capital build), so the charge is 5.6184%.","amortisation, restructuring, capital spending and the cost of revenue this filer does not tag"
REGN,Bayer collaboration,base,tax_rate,0.0942,,effective rate,aggregate effective rate over the three years to 2025,
REGN,Bayer collaboration,base,risk_free,0.0501,,,"10-year Treasury constant maturity (FRED DGS10), 2026-09-16: 5.01%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
REGN,Bayer collaboration,base,erp,0.0414,,,"Damodaran implied US equity risk premium, 2026-09-01: 4.14% on the trailing twelve month with adjusted payout basis, against his own 4.75% US Treasury. The 0.22% US default spread is not added back, since this book discounts at the raw ten-year (pages.stern.nyu.edu/~adamodar/New_Home_Page/home.htm)",
REGN,Bayer collaboration,base,beta,0.77,,,"computed from weekly returns vs S&P 500, Blume-adjusted","the company's, as every Regeneron asset carries"
REGN,Bayer collaboration,base,cost_of_debt,0.056,,,"ICE BofA A-rated US corporate effective yield (FRED BAMLC0A3CAEY), 2026-09-16: 5.60%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
REGN,Bayer collaboration,base,debt_weight,0.021715,,,filed TotalDebt over debt plus market capitalisation,"the company's, as every Regeneron asset carries"
REGN,Ilaris royalty,base,base_revenue,274.8,,mm USD,"Regeneron's FY2025 10-K (0000872589-26-000008), other revenue table: royalties on sales of Novartis' Ilaris of $274.8mm","a tiered royalty on someone else's product. The rates start at 4% and reach 15% once annual sales pass $1.5bn, which the same table states"
REGN,Ilaris royalty,base,revenue_growth_pct,0.2478,,"annual, near term","Ilaris itself: Novartis reported $1,883mm in FY2025 against $1,509mm in FY2024, from the SEC financial statement data sets. The royalty tracks the product it is levied on","Regeneron's $274.8mm is 14.6% of Novartis' $1,883mm, so the blended rate has already reached the 15% ceiling the agreement sets and the royalty now grows with Ilaris and nothing else"
REGN,Ilaris royalty,base,revenue_ceiling_musd,422,,mm USD,"15% of Ilaris at its peak, which is the most this royalty can be. The rate is capped at 15% by the agreement, and this terminal's own Novartis model peaks Ilaris at $2,816mm in 2027 before its exclusivity goes","no judgement in this one: the rate cap is the filer's and the peak is the model's own forecast of the product being sold. It falls after 2027 with Ilaris, which this flat ceiling does not carry"
REGN,Ilaris royalty,base,terminal_growth_pct,0.0,,"annual, long run",the engine's terminal value is a zero-growth perpetuity,faded to flat
REGN,Ilaris royalty,base,growth_fade_years,5,,years,convention: a recent rate describes next year,
REGN,Ilaris royalty,base,forecast_start_year,2026,,year,the year after the last reported full year,
REGN,Ilaris royalty,base,forecast_years,15,,years,the horizon Regeneron's marketed assets carry,
REGN,Ilaris royalty,base,pos,1.0,,,booked revenue,"stated, because no development phase applies"
REGN,Ilaris royalty,base,cogs_pct,0.0000,,share of revenue,"REGN FY2025: no cost of revenue is tagged, so this is nil and other_costs_pct carries it",
REGN,Ilaris royalty,base,sga_pct,0.1882,,share of revenue,"REGN FY2025, from the filed lines",
REGN,Ilaris royalty,base,rd_pct,0.4079,,share of revenue,"REGN FY2025, from the filed lines",
REGN,Ilaris royalty,base,other_costs_pct,0.056184,,share of revenue,"derived: REGN turned 27.89% of revenue into free cash over 2023 to 2025 against what its filed expense lines leave. Restated before interest: REGN paid $167mm of interest inside operating cash flow over 2023 to 2025, 0.40% of revenue. The free cash flow above is struck after it and the valuation already charges the debt by subtracting net debt, so the charge falls by that much, from 9.59% to 9.19%. Restated at replacement capex: REGN spent $2,373mm on plant over 2023 to 2025 against $1,048mm of depreciation and amortisation less amortisation of intangibles, 3.18% of revenue above what keeps the plant running. Taken at depreciation, the charge falls from 9.19% to 5.63%. Restated without one-off cash: REGN's free cash flow over 2023 to 2025 carried $411mm of deal payments in operating cash flow, capital allocation whose assets the book values separately. None recurs, so the charge falls from 5.63% to 4.65%. Restated without working capital build: over 2023 to 2025 REGN's cash flow statement shows receivables up $395mm, inventories up $1,167mm, payables and accrued liabilities up $2,070mm, a working capital release of $509mm, 1.22% of revenue. A release flatters the window once and does not recur, so the charge rises from 4.65% to 6.01%. Rebuilt on the book's own ratios on 0.4039 of the revenue they are struck on, against 0.3477 the filings leave as cash over 2023 to 2025 (free cash flow before interest, at replacement capex, without one-off cash and without working capital build), so the charge is 5.6184%.","amortisation, restructuring, capital spending and the cost of revenue this filer does not tag"
REGN,Ilaris royalty,base,tax_rate,0.0942,,effective rate,aggregate effective rate over the three years to 2025,
REGN,Ilaris royalty,base,risk_free,0.0501,,,"10-year Treasury constant maturity (FRED DGS10), 2026-09-16: 5.01%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
REGN,Ilaris royalty,base,erp,0.0414,,,"Damodaran implied US equity risk premium, 2026-09-01: 4.14% on the trailing twelve month with adjusted payout basis, against his own 4.75% US Treasury. The 0.22% US default spread is not added back, since this book discounts at the raw ten-year (pages.stern.nyu.edu/~adamodar/New_Home_Page/home.htm)",
REGN,Ilaris royalty,base,beta,0.77,,,"computed from weekly returns vs S&P 500, Blume-adjusted","the company's, as every Regeneron asset carries"
REGN,Ilaris royalty,base,cost_of_debt,0.056,,,"ICE BofA A-rated US corporate effective yield (FRED BAMLC0A3CAEY), 2026-09-16: 5.60%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
REGN,Ilaris royalty,base,debt_weight,0.021715,,,filed TotalDebt over debt plus market capitalisation,"the company's, as every Regeneron asset carries"
REGN,Arcalyst profit share,base,base_revenue,231.2,,mm USD,"Regeneron's FY2025 10-K (0000872589-26-000008), other revenue table: Regeneron's share of profits from sales of ARCALYST of $231.2mm","Regeneron is entitled to 50% of Kiniksa's profits on ARCALYST, which the same table states. It rose from $115.2mm as Kiniksa's own sales scaled"
REGN,Arcalyst profit share,base,revenue_growth_pct,0.336,,"annual, near term","Kiniksa's guidance for the product: it reported ARCALYST net revenue of $677.6mm for 2025 against $423.2mm for 2024, and guides $900mm to $920mm for 2026, a rise of 33.6% at the midpoint","Regeneron's take was 34.1% of Kiniksa's net sales in 2025 against 27.2% in 2024, because it is half of a profit that widens as fixed costs are covered. Grown here at Kiniksa's own sales guidance rather than at Regeneron's 101%, which is that margin effect and cannot repeat indefinitely"
REGN,Arcalyst profit share,base,revenue_ceiling_musd,450,,mm USD,"Kiniksa says about 18% of the 14,000 US patients with multiple recurrences of pericarditis were on ARCALYST at the end of 2025, which is $269k a patient on its $677.6mm. 35% of that population is $1.32bn of Kiniksa sales, and Regeneron's 34% of it is $450mm","the 35% is the analyst input. ARCALYST is the only approved therapy in recurrent pericarditis and is at 18% today, so a third of the population is a plateau rather than a ceiling on the science"
REGN,Arcalyst profit share,base,terminal_growth_pct,0.0,,"annual, long run",the engine's terminal value is a zero-growth perpetuity,faded to flat
REGN,Arcalyst profit share,base,growth_fade_years,5,,years,convention: a recent rate describes next year,
REGN,Arcalyst profit share,base,forecast_start_year,2026,,year,the year after the last reported full year,
REGN,Arcalyst profit share,base,forecast_years,15,,years,the horizon Regeneron's marketed assets carry,
REGN,Arcalyst profit share,base,pos,1.0,,,booked revenue,"stated, because no development phase applies"
REGN,Arcalyst profit share,base,cogs_pct,0.0000,,share of revenue,"REGN FY2025: no cost of revenue is tagged, so this is nil and other_costs_pct carries it",
REGN,Arcalyst profit share,base,sga_pct,0.1882,,share of revenue,"REGN FY2025, from the filed lines",
REGN,Arcalyst profit share,base,rd_pct,0.4079,,share of revenue,"REGN FY2025, from the filed lines",
REGN,Arcalyst profit share,base,other_costs_pct,0.056184,,share of revenue,"derived: REGN turned 27.89% of revenue into free cash over 2023 to 2025 against what its filed expense lines leave. Restated before interest: REGN paid $167mm of interest inside operating cash flow over 2023 to 2025, 0.40% of revenue. The free cash flow above is struck after it and the valuation already charges the debt by subtracting net debt, so the charge falls by that much, from 9.59% to 9.19%. Restated at replacement capex: REGN spent $2,373mm on plant over 2023 to 2025 against $1,048mm of depreciation and amortisation less amortisation of intangibles, 3.18% of revenue above what keeps the plant running. Taken at depreciation, the charge falls from 9.19% to 5.63%. Restated without one-off cash: REGN's free cash flow over 2023 to 2025 carried $411mm of deal payments in operating cash flow, capital allocation whose assets the book values separately. None recurs, so the charge falls from 5.63% to 4.65%. Restated without working capital build: over 2023 to 2025 REGN's cash flow statement shows receivables up $395mm, inventories up $1,167mm, payables and accrued liabilities up $2,070mm, a working capital release of $509mm, 1.22% of revenue. A release flatters the window once and does not recur, so the charge rises from 4.65% to 6.01%. Rebuilt on the book's own ratios on 0.4039 of the revenue they are struck on, against 0.3477 the filings leave as cash over 2023 to 2025 (free cash flow before interest, at replacement capex, without one-off cash and without working capital build), so the charge is 5.6184%.","amortisation, restructuring, capital spending and the cost of revenue this filer does not tag"
REGN,Arcalyst profit share,base,tax_rate,0.0942,,effective rate,aggregate effective rate over the three years to 2025,
REGN,Arcalyst profit share,base,risk_free,0.0501,,,"10-year Treasury constant maturity (FRED DGS10), 2026-09-16: 5.01%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
REGN,Arcalyst profit share,base,erp,0.0414,,,"Damodaran implied US equity risk premium, 2026-09-01: 4.14% on the trailing twelve month with adjusted payout basis, against his own 4.75% US Treasury. The 0.22% US default spread is not added back, since this book discounts at the raw ten-year (pages.stern.nyu.edu/~adamodar/New_Home_Page/home.htm)",
REGN,Arcalyst profit share,base,beta,0.77,,,"computed from weekly returns vs S&P 500, Blume-adjusted","the company's, as every Regeneron asset carries"
REGN,Arcalyst profit share,base,cost_of_debt,0.056,,,"ICE BofA A-rated US corporate effective yield (FRED BAMLC0A3CAEY), 2026-09-16: 5.60%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
REGN,Arcalyst profit share,base,debt_weight,0.021715,,,filed TotalDebt over debt plus market capitalisation,"the company's, as every Regeneron asset carries"
REGN,Other licensing,base,base_revenue,196.6,,mm USD,"Regeneron's FY2025 10-K (0000872589-26-000008), other revenue table: the residual 'other' line of $196.6mm, after the Ilaris royalty and the ARCALYST profit share are taken out",what is left when the two named streams are removed: assorted licensing and contract manufacturing
REGN,Other licensing,base,revenue_growth_pct,-0.1157,,"annual, near term","Regeneron's FY2025 10-K (0000872589-26-000008), other revenue table: $196.6mm in FY2025 against $222.3mm in FY2024 and $321.9mm in FY2023","held at the last year's rate rather than faded, because a residual running off does not level out. It has fallen every year for three"
REGN,Other licensing,base,terminal_growth_pct,0.0,,"annual, long run",the engine's terminal value is a zero-growth perpetuity,faded to flat
REGN,Other licensing,base,growth_fade_years,5,,years,convention: a recent rate describes next year,
REGN,Other licensing,base,forecast_start_year,2026,,year,the year after the last reported full year,
REGN,Other licensing,base,forecast_years,15,,years,the horizon Regeneron's marketed assets carry,
REGN,Other licensing,base,pos,1.0,,,booked revenue,"stated, because no development phase applies"
REGN,Other licensing,base,cogs_pct,0.0000,,share of revenue,"REGN FY2025: no cost of revenue is tagged, so this is nil and other_costs_pct carries it",
REGN,Other licensing,base,sga_pct,0.1882,,share of revenue,"REGN FY2025, from the filed lines",
REGN,Other licensing,base,rd_pct,0.4079,,share of revenue,"REGN FY2025, from the filed lines",
REGN,Other licensing,base,other_costs_pct,0.056184,,share of revenue,"derived: REGN turned 27.89% of revenue into free cash over 2023 to 2025 against what its filed expense lines leave. Restated before interest: REGN paid $167mm of interest inside operating cash flow over 2023 to 2025, 0.40% of revenue. The free cash flow above is struck after it and the valuation already charges the debt by subtracting net debt, so the charge falls by that much, from 9.59% to 9.19%. Restated at replacement capex: REGN spent $2,373mm on plant over 2023 to 2025 against $1,048mm of depreciation and amortisation less amortisation of intangibles, 3.18% of revenue above what keeps the plant running. Taken at depreciation, the charge falls from 9.19% to 5.63%. Restated without one-off cash: REGN's free cash flow over 2023 to 2025 carried $411mm of deal payments in operating cash flow, capital allocation whose assets the book values separately. None recurs, so the charge falls from 5.63% to 4.65%. Restated without working capital build: over 2023 to 2025 REGN's cash flow statement shows receivables up $395mm, inventories up $1,167mm, payables and accrued liabilities up $2,070mm, a working capital release of $509mm, 1.22% of revenue. A release flatters the window once and does not recur, so the charge rises from 4.65% to 6.01%. Rebuilt on the book's own ratios on 0.4039 of the revenue they are struck on, against 0.3477 the filings leave as cash over 2023 to 2025 (free cash flow before interest, at replacement capex, without one-off cash and without working capital build), so the charge is 5.6184%.","amortisation, restructuring, capital spending and the cost of revenue this filer does not tag"
REGN,Other licensing,base,tax_rate,0.0942,,effective rate,aggregate effective rate over the three years to 2025,
REGN,Other licensing,base,risk_free,0.0501,,,"10-year Treasury constant maturity (FRED DGS10), 2026-09-16: 5.01%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
REGN,Other licensing,base,erp,0.0414,,,"Damodaran implied US equity risk premium, 2026-09-01: 4.14% on the trailing twelve month with adjusted payout basis, against his own 4.75% US Treasury. The 0.22% US default spread is not added back, since this book discounts at the raw ten-year (pages.stern.nyu.edu/~adamodar/New_Home_Page/home.htm)",
REGN,Other licensing,base,beta,0.77,,,"computed from weekly returns vs S&P 500, Blume-adjusted","the company's, as every Regeneron asset carries"
REGN,Other licensing,base,cost_of_debt,0.056,,,"ICE BofA A-rated US corporate effective yield (FRED BAMLC0A3CAEY), 2026-09-16: 5.60%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
REGN,Other licensing,base,debt_weight,0.021715,,,filed TotalDebt over debt plus market capitalisation,"the company's, as every Regeneron asset carries"
