# Pfizer revenue that no asset on file carries.
#
# Five lines from the FY2025 10-K revenue by product note (0000078003-26-000026) with no Pfizer
# asset: four residuals Pfizer does not break down and Oncology biosimilars, which it
# names as a group. Together they are $10,906mm of the $62,579mm Pfizer reported, and
# with the 33 product seeds beside them the book covers the whole of it.
#
# Pfizer changed what it prints in 2026, and it decides how four of these lines are
# grown. From 1 January 2026 off-patent branded and generic sterile injectables and
# biosimilars moved, mainly out of Specialty Care and Oncology, into a new Hospital and
# Biosimilars portfolio, and the 2026 results exhibits reclassify 2025 to match
# (8-K 0000078003-26-000094). Set the first half of 2025 as first reported
# (8-K 0000078003-25-000136) beside the restatement and four lines changed contents:
# All other Hospital 2,170mm to 1,835mm, All other Specialty Care 705mm to 866mm, All other
# Oncology 725mm to 771mm, All other Primary Care 1,350mm to 1,340mm. Pfizer has
# printed no restated FY2025, so a 2026 figure cannot be set against these FY2025
# bases. Those four are grown at FY2025 over FY2024 from the 10-K, and the rate on the
# restated basis sits in the note beside each for comparison.
#
# Oncology biosimilars kept its contents (617mm in the first half of 2025 both as first
# reported and restated), so it takes the anchor the other seeds use: the first half of
# 2026 as reported and the second half at the second quarter's pace.
#
# Loss of exclusivity. No line carries loe_year, and the line loader does not accept
# the key. Three are residuals of products Pfizer does not name, and the biosimilars are
# not reference products, so no exclusivity runs out on them.
#
# Margins and the discount rate are Pfizer's own, copied unchanged from the Eliquis
# seed, so every Pfizer asset and line carries the same company rows.
#
# Seeds are insert-only. Edit a number in the terminal, not here.
ticker,line,scenario,key,value,text_value,unit,source,note
PFE,All other Hospital,base,other_costs_pct,0.126603,,share of revenue,"derived: Pfizer generated $23,703mm of free cash flow on $185,759mm of revenue over 2023, 2024 and 2025, a 12.76% margin, against the 33.8% its cost of sales, SG&A and R&D leave. The 2021 and 2022 COVID years are excluded because a 36% margin on a vaccine windfall is not what this company earns. Restated before interest: PFE paid $8,181mm of interest inside operating cash flow over 2023 to 2025, 4.40% of revenue. The free cash flow above is struck after it and the valuation already charges the debt by subtracting net debt, so the charge falls by that much, from 22.18% to 17.77%. Checked at replacement capex: no plant depreciation on file for every year, and no amortisation line to take it out of the combined figure, so the charge stands. Restated without one-off cash: PFE's free cash flow over 2023 to 2025 carried $1,350mm of deal payments in operating cash flow, capital allocation whose assets the book values separately; $63mm of legal settlements; $4,400mm of US transition tax (2023 instalment 1,000mm; 2024 instalment 1,300mm; 2025 instalment 2,100mm). None recurs, so the charge falls from 17.77% to 14.52%. Restated without working capital build: over 2023 to 2025 PFE's cash flow statement shows receivables up $25mm, inventories up $1,462mm, payables down $1,792mm, a working capital build of $3,279mm, 1.77% of revenue. Growth ties that cash up once, not on every product for ever, so the charge falls from 14.52% to 12.66%.","amortisation of acquired intangibles above all, then restructuring and the rest. Pfizer bought Seagen and its filed expense lines do not carry what that cost. Without this row the model values the company at nearly three times the cash it makes"
PFE,All other Primary Care,base,base_revenue,2860,,mm USD,"Pfizer FY2025 10-K (0000078003-26-000026), revenue by product note: All other Primary Care 2,860mm in FY2025, against 2,991mm in FY2024; the full-year results exhibit (8-K 0000078003-26-000005) splits it United States $1,177mm, International $1,683mm",the anchor; a residual: Primary Care revenue Pfizer does not name
PFE,All other Primary Care,base,revenue_growth_pct,-0.043798,,"annual, near term","Pfizer FY2025 10-K (0000078003-26-000026): All other Primary Care 2,860mm in FY2025 against 2,991mm in FY2024, the same figures in the full-year results exhibit (8-K 0000078003-26-000005)","the years, not a 2026 anchor, because the line Pfizer prints for 2026 holds different products. From 1 January 2026 off-patent sterile injectables and biosimilars moved into a new Hospital and Biosimilars portfolio and prior periods were reclassified: the first half of 2025 read 1,350mm as first reported (8-K 0000078003-25-000136) and 1,340mm restated in the 2026 results exhibit (8-K 0000078003-26-000094), which puts the first half of 2026 at 1,353mm, 1.0% up on the restated basis"
PFE,All other Primary Care,base,terminal_growth_pct,0.0,,"annual, long run",the engine's terminal value is a zero-growth perpetuity,faded to flat
PFE,All other Primary Care,base,growth_fade_years,5,,years,"convention: a recent rate describes next year, not the decade after it",
PFE,All other Primary Care,base,forecast_start_year,2026,,year,the year after the last reported full year,
PFE,All other Primary Care,base,forecast_years,10,,years,"the convention for a line: it carries no loss of exclusivity, so there is no cliff to run past",a residual takes no date
PFE,All other Primary Care,base,cogs_pct,0.2567,,share of revenue,"PFE FY2025, computed from the filed lines","Pfizer's own, as every Pfizer asset carries"
PFE,All other Primary Care,base,sga_pct,0.2204,,share of revenue,"PFE FY2025, computed from the filed lines","Pfizer's own, as every Pfizer asset carries"
PFE,All other Primary Care,base,rd_pct,0.1668,,share of revenue,"PFE FY2025, computed from the filed lines","Pfizer's own, as every Pfizer asset carries"
PFE,All other Primary Care,base,tax_rate,0.0501,,effective rate,"aggregate effective rate over the 6 years to 2025 with positive pre-tax income. Pfizer's FY2025 rate alone is negative, which in a forward model would add to cash flow rather than take from it","Pfizer's own, as every Pfizer asset carries"
PFE,All other Primary Care,base,risk_free,0.0466,,,"US 10Y Treasury (FRED DGS10), 2026-08-26","Pfizer's own, as every Pfizer asset carries"
PFE,All other Primary Care,base,erp,0.05,,,Damodaran US ERP estimate,"Pfizer's own, as every Pfizer asset carries"
PFE,All other Primary Care,base,beta,0.64,,,"computed from 261 weekly returns vs S&P 500, 2021-W35 to 2026-W36, Blume-adjusted (0.46 raw)","Pfizer's own, as every Pfizer asset carries"
PFE,All other Primary Care,base,cost_of_debt,0.0523,,,"ICE BofA A-rated US corporate effective yield (FRED BAMLC0A3CAEY), 2026-08-26","Pfizer's own, as every Pfizer asset carries"
PFE,All other Primary Care,base,debt_weight,0.279719,,,"filed TotalDebt of $63,194mm over debt plus market capitalisation: 5,699.7mm shares at 2026-07-29 at the $28.55 close of 2026-09-01","Pfizer's own, as every Pfizer asset carries"
PFE,All other Primary Care,base,other_costs_pct,0.126603,,share of revenue,"derived: Pfizer generated $23,703mm of free cash flow on $185,759mm of revenue over 2023, 2024 and 2025, a 12.76% margin, against the 33.8% its cost of sales, SG&A and R&D leave. The 2021 and 2022 COVID years are excluded because a 36% margin on a vaccine windfall is not what this company earns. Restated before interest: PFE paid $8,181mm of interest inside operating cash flow over 2023 to 2025, 4.40% of revenue. The free cash flow above is struck after it and the valuation already charges the debt by subtracting net debt, so the charge falls by that much, from 22.18% to 17.77%. Checked at replacement capex: no plant depreciation on file for every year, and no amortisation line to take it out of the combined figure, so the charge stands. Restated without one-off cash: PFE's free cash flow over 2023 to 2025 carried $1,350mm of deal payments in operating cash flow, capital allocation whose assets the book values separately; $63mm of legal settlements; $4,400mm of US transition tax (2023 instalment 1,000mm; 2024 instalment 1,300mm; 2025 instalment 2,100mm). None recurs, so the charge falls from 17.77% to 14.52%. Restated without working capital build: over 2023 to 2025 PFE's cash flow statement shows receivables up $25mm, inventories up $1,462mm, payables down $1,792mm, a working capital build of $3,279mm, 1.77% of revenue. Growth ties that cash up once, not on every product for ever, so the charge falls from 14.52% to 12.66%.","amortisation of acquired intangibles above all, then restructuring and the rest. Pfizer bought Seagen and its filed expense lines do not carry what that cost. Without this row the model values the company at nearly three times the cash it makes"
PFE,All other Specialty Care,base,base_revenue,1588,,mm USD,"Pfizer FY2025 10-K (0000078003-26-000026), revenue by product note: All other Specialty Care 1,588mm in FY2025, against 1,489mm in FY2024; the full-year results exhibit (8-K 0000078003-26-000005) splits it United States $715mm, International $874mm",the anchor; a residual: Specialty Care revenue Pfizer does not name
PFE,All other Specialty Care,base,revenue_growth_pct,0.066488,,"annual, near term","Pfizer FY2025 10-K (0000078003-26-000026): All other Specialty Care 1,588mm in FY2025 against 1,489mm in FY2024, the same figures in the full-year results exhibit (8-K 0000078003-26-000005)","the years, not a 2026 anchor, because the line Pfizer prints for 2026 holds different products. From 1 January 2026 off-patent sterile injectables and biosimilars moved into a new Hospital and Biosimilars portfolio and prior periods were reclassified: the first half of 2025 read 705mm as first reported (8-K 0000078003-25-000136) and 866mm restated in the 2026 results exhibit (8-K 0000078003-26-000094), which puts the first half of 2026 at 1,056mm, 21.9% up on the restated basis"
PFE,All other Specialty Care,base,terminal_growth_pct,0.0,,"annual, long run",the engine's terminal value is a zero-growth perpetuity,faded to flat
PFE,All other Specialty Care,base,growth_fade_years,5,,years,"convention: a recent rate describes next year, not the decade after it",
PFE,All other Specialty Care,base,forecast_start_year,2026,,year,the year after the last reported full year,
PFE,All other Specialty Care,base,forecast_years,10,,years,"the convention for a line: it carries no loss of exclusivity, so there is no cliff to run past",a residual takes no date
PFE,All other Specialty Care,base,cogs_pct,0.2567,,share of revenue,"PFE FY2025, computed from the filed lines","Pfizer's own, as every Pfizer asset carries"
PFE,All other Specialty Care,base,sga_pct,0.2204,,share of revenue,"PFE FY2025, computed from the filed lines","Pfizer's own, as every Pfizer asset carries"
PFE,All other Specialty Care,base,rd_pct,0.1668,,share of revenue,"PFE FY2025, computed from the filed lines","Pfizer's own, as every Pfizer asset carries"
PFE,All other Specialty Care,base,tax_rate,0.0501,,effective rate,"aggregate effective rate over the 6 years to 2025 with positive pre-tax income. Pfizer's FY2025 rate alone is negative, which in a forward model would add to cash flow rather than take from it","Pfizer's own, as every Pfizer asset carries"
PFE,All other Specialty Care,base,risk_free,0.0466,,,"US 10Y Treasury (FRED DGS10), 2026-08-26","Pfizer's own, as every Pfizer asset carries"
PFE,All other Specialty Care,base,erp,0.05,,,Damodaran US ERP estimate,"Pfizer's own, as every Pfizer asset carries"
PFE,All other Specialty Care,base,beta,0.64,,,"computed from 261 weekly returns vs S&P 500, 2021-W35 to 2026-W36, Blume-adjusted (0.46 raw)","Pfizer's own, as every Pfizer asset carries"
PFE,All other Specialty Care,base,cost_of_debt,0.0523,,,"ICE BofA A-rated US corporate effective yield (FRED BAMLC0A3CAEY), 2026-08-26","Pfizer's own, as every Pfizer asset carries"
PFE,All other Specialty Care,base,debt_weight,0.279719,,,"filed TotalDebt of $63,194mm over debt plus market capitalisation: 5,699.7mm shares at 2026-07-29 at the $28.55 close of 2026-09-01","Pfizer's own, as every Pfizer asset carries"
PFE,All other Specialty Care,base,other_costs_pct,0.126603,,share of revenue,"derived: Pfizer generated $23,703mm of free cash flow on $185,759mm of revenue over 2023, 2024 and 2025, a 12.76% margin, against the 33.8% its cost of sales, SG&A and R&D leave. The 2021 and 2022 COVID years are excluded because a 36% margin on a vaccine windfall is not what this company earns. Restated before interest: PFE paid $8,181mm of interest inside operating cash flow over 2023 to 2025, 4.40% of revenue. The free cash flow above is struck after it and the valuation already charges the debt by subtracting net debt, so the charge falls by that much, from 22.18% to 17.77%. Checked at replacement capex: no plant depreciation on file for every year, and no amortisation line to take it out of the combined figure, so the charge stands. Restated without one-off cash: PFE's free cash flow over 2023 to 2025 carried $1,350mm of deal payments in operating cash flow, capital allocation whose assets the book values separately; $63mm of legal settlements; $4,400mm of US transition tax (2023 instalment 1,000mm; 2024 instalment 1,300mm; 2025 instalment 2,100mm). None recurs, so the charge falls from 17.77% to 14.52%. Restated without working capital build: over 2023 to 2025 PFE's cash flow statement shows receivables up $25mm, inventories up $1,462mm, payables down $1,792mm, a working capital build of $3,279mm, 1.77% of revenue. Growth ties that cash up once, not on every product for ever, so the charge falls from 14.52% to 12.66%.","amortisation of acquired intangibles above all, then restructuring and the rest. Pfizer bought Seagen and its filed expense lines do not carry what that cost. Without this row the model values the company at nearly three times the cash it makes"
PFE,Oncology biosimilars,base,base_revenue,1301,,mm USD,"Pfizer FY2025 10-K (0000078003-26-000026), revenue by product note: Oncology biosimilars 1,301mm in FY2025, against 1,037mm in FY2024; the full-year results exhibit (8-K 0000078003-26-000005) splits it United States $914mm, International $387mm","the anchor; as Pfizer reports it; its footnote says the line primarily includes Ruxience, Retacrit, Zirabev, Trazimera and Nivestym"
PFE,Oncology biosimilars,base,revenue_growth_pct,0.142198,,"annual, near term","the 2026 the filed quarters imply against the FY2025 reported 1,301mm: the first half of 2026 as reported, 768mm, and the second half at the second quarter's pace, 359mm twice, 1,486mm. Pfizer second-quarter 2026 results exhibit (8-K 0000078003-26-000094), revenue tables, Oncology biosimilars; the 10-Q for the quarter (0000078003-26-000095) prints the same figures",the contents did not move in the 2026 reclassification: 617mm in the first half of 2025 as first reported and as restated
PFE,Oncology biosimilars,base,terminal_growth_pct,0.0,,"annual, long run",the engine's terminal value is a zero-growth perpetuity,faded to flat
PFE,Oncology biosimilars,base,growth_fade_years,5,,years,"convention: a recent rate describes next year, not the decade after it",
PFE,Oncology biosimilars,base,forecast_start_year,2026,,year,the year after the last reported full year,
PFE,Oncology biosimilars,base,forecast_years,10,,years,"the convention for a line: it carries no loss of exclusivity, so there is no cliff to run past",biosimilars are not reference products
PFE,Oncology biosimilars,base,cogs_pct,0.2567,,share of revenue,"PFE FY2025, computed from the filed lines","Pfizer's own, as every Pfizer asset carries"
PFE,Oncology biosimilars,base,sga_pct,0.2204,,share of revenue,"PFE FY2025, computed from the filed lines","Pfizer's own, as every Pfizer asset carries"
PFE,Oncology biosimilars,base,rd_pct,0.1668,,share of revenue,"PFE FY2025, computed from the filed lines","Pfizer's own, as every Pfizer asset carries"
PFE,Oncology biosimilars,base,tax_rate,0.0501,,effective rate,"aggregate effective rate over the 6 years to 2025 with positive pre-tax income. Pfizer's FY2025 rate alone is negative, which in a forward model would add to cash flow rather than take from it","Pfizer's own, as every Pfizer asset carries"
PFE,Oncology biosimilars,base,risk_free,0.0466,,,"US 10Y Treasury (FRED DGS10), 2026-08-26","Pfizer's own, as every Pfizer asset carries"
PFE,Oncology biosimilars,base,erp,0.05,,,Damodaran US ERP estimate,"Pfizer's own, as every Pfizer asset carries"
PFE,Oncology biosimilars,base,beta,0.64,,,"computed from 261 weekly returns vs S&P 500, 2021-W35 to 2026-W36, Blume-adjusted (0.46 raw)","Pfizer's own, as every Pfizer asset carries"
PFE,Oncology biosimilars,base,cost_of_debt,0.0523,,,"ICE BofA A-rated US corporate effective yield (FRED BAMLC0A3CAEY), 2026-08-26","Pfizer's own, as every Pfizer asset carries"
PFE,Oncology biosimilars,base,debt_weight,0.279719,,,"filed TotalDebt of $63,194mm over debt plus market capitalisation: 5,699.7mm shares at 2026-07-29 at the $28.55 close of 2026-09-01","Pfizer's own, as every Pfizer asset carries"
PFE,Oncology biosimilars,base,other_costs_pct,0.126603,,share of revenue,"derived: Pfizer generated $23,703mm of free cash flow on $185,759mm of revenue over 2023, 2024 and 2025, a 12.76% margin, against the 33.8% its cost of sales, SG&A and R&D leave. The 2021 and 2022 COVID years are excluded because a 36% margin on a vaccine windfall is not what this company earns. Restated before interest: PFE paid $8,181mm of interest inside operating cash flow over 2023 to 2025, 4.40% of revenue. The free cash flow above is struck after it and the valuation already charges the debt by subtracting net debt, so the charge falls by that much, from 22.18% to 17.77%. Checked at replacement capex: no plant depreciation on file for every year, and no amortisation line to take it out of the combined figure, so the charge stands. Restated without one-off cash: PFE's free cash flow over 2023 to 2025 carried $1,350mm of deal payments in operating cash flow, capital allocation whose assets the book values separately; $63mm of legal settlements; $4,400mm of US transition tax (2023 instalment 1,000mm; 2024 instalment 1,300mm; 2025 instalment 2,100mm). None recurs, so the charge falls from 17.77% to 14.52%. Restated without working capital build: over 2023 to 2025 PFE's cash flow statement shows receivables up $25mm, inventories up $1,462mm, payables down $1,792mm, a working capital build of $3,279mm, 1.77% of revenue. Growth ties that cash up once, not on every product for ever, so the charge falls from 14.52% to 12.66%.","amortisation of acquired intangibles above all, then restructuring and the rest. Pfizer bought Seagen and its filed expense lines do not carry what that cost. Without this row the model values the company at nearly three times the cash it makes"
PFE,All other Oncology,base,base_revenue,1127,,mm USD,"Pfizer FY2025 10-K (0000078003-26-000026), revenue by product note: All other Oncology 1,127mm in FY2025, against 1,122mm in FY2024; the full-year results exhibit (8-K 0000078003-26-000005) splits it United States $635mm, International $492mm",the anchor; a residual: Oncology revenue Pfizer does not name
PFE,All other Oncology,base,revenue_growth_pct,0.004456,,"annual, near term","Pfizer FY2025 10-K (0000078003-26-000026): All other Oncology 1,127mm in FY2025 against 1,122mm in FY2024, the same figures in the full-year results exhibit (8-K 0000078003-26-000005)","the years, not a 2026 anchor, because the line Pfizer prints for 2026 holds different products. From 1 January 2026 off-patent sterile injectables and biosimilars moved into a new Hospital and Biosimilars portfolio and prior periods were reclassified: the first half of 2025 read 725mm as first reported (8-K 0000078003-25-000136) and 771mm restated in the 2026 results exhibit (8-K 0000078003-26-000094), which puts the first half of 2026 at 713mm, 7.5% down on the restated basis"
PFE,All other Oncology,base,terminal_growth_pct,0.0,,"annual, long run",the engine's terminal value is a zero-growth perpetuity,faded to flat
PFE,All other Oncology,base,growth_fade_years,5,,years,"convention: a recent rate describes next year, not the decade after it",
PFE,All other Oncology,base,forecast_start_year,2026,,year,the year after the last reported full year,
PFE,All other Oncology,base,forecast_years,10,,years,"the convention for a line: it carries no loss of exclusivity, so there is no cliff to run past",a residual takes no date
PFE,All other Oncology,base,cogs_pct,0.2567,,share of revenue,"PFE FY2025, computed from the filed lines","Pfizer's own, as every Pfizer asset carries"
PFE,All other Oncology,base,sga_pct,0.2204,,share of revenue,"PFE FY2025, computed from the filed lines","Pfizer's own, as every Pfizer asset carries"
PFE,All other Oncology,base,rd_pct,0.1668,,share of revenue,"PFE FY2025, computed from the filed lines","Pfizer's own, as every Pfizer asset carries"
PFE,All other Oncology,base,tax_rate,0.0501,,effective rate,"aggregate effective rate over the 6 years to 2025 with positive pre-tax income. Pfizer's FY2025 rate alone is negative, which in a forward model would add to cash flow rather than take from it","Pfizer's own, as every Pfizer asset carries"
PFE,All other Oncology,base,risk_free,0.0466,,,"US 10Y Treasury (FRED DGS10), 2026-08-26","Pfizer's own, as every Pfizer asset carries"
PFE,All other Oncology,base,erp,0.05,,,Damodaran US ERP estimate,"Pfizer's own, as every Pfizer asset carries"
PFE,All other Oncology,base,beta,0.64,,,"computed from 261 weekly returns vs S&P 500, 2021-W35 to 2026-W36, Blume-adjusted (0.46 raw)","Pfizer's own, as every Pfizer asset carries"
PFE,All other Oncology,base,cost_of_debt,0.0523,,,"ICE BofA A-rated US corporate effective yield (FRED BAMLC0A3CAEY), 2026-08-26","Pfizer's own, as every Pfizer asset carries"
PFE,All other Oncology,base,debt_weight,0.279719,,,"filed TotalDebt of $63,194mm over debt plus market capitalisation: 5,699.7mm shares at 2026-07-29 at the $28.55 close of 2026-09-01","Pfizer's own, as every Pfizer asset carries"
PFE,All other Oncology,base,other_costs_pct,0.126603,,share of revenue,"derived: Pfizer generated $23,703mm of free cash flow on $185,759mm of revenue over 2023, 2024 and 2025, a 12.76% margin, against the 33.8% its cost of sales, SG&A and R&D leave. The 2021 and 2022 COVID years are excluded because a 36% margin on a vaccine windfall is not what this company earns. Restated before interest: PFE paid $8,181mm of interest inside operating cash flow over 2023 to 2025, 4.40% of revenue. The free cash flow above is struck after it and the valuation already charges the debt by subtracting net debt, so the charge falls by that much, from 22.18% to 17.77%. Checked at replacement capex: no plant depreciation on file for every year, and no amortisation line to take it out of the combined figure, so the charge stands. Restated without one-off cash: PFE's free cash flow over 2023 to 2025 carried $1,350mm of deal payments in operating cash flow, capital allocation whose assets the book values separately; $63mm of legal settlements; $4,400mm of US transition tax (2023 instalment 1,000mm; 2024 instalment 1,300mm; 2025 instalment 2,100mm). None recurs, so the charge falls from 17.77% to 14.52%. Restated without working capital build: over 2023 to 2025 PFE's cash flow statement shows receivables up $25mm, inventories up $1,462mm, payables down $1,792mm, a working capital build of $3,279mm, 1.77% of revenue. Growth ties that cash up once, not on every product for ever, so the charge falls from 14.52% to 12.66%.","amortisation of acquired intangibles above all, then restructuring and the rest. Pfizer bought Seagen and its filed expense lines do not carry what that cost. Without this row the model values the company at nearly three times the cash it makes"
