# GSK revenue that no asset on file can carry, so that the model reconciles to the
# reported total of GBP 32,667mm rather than to the product rows alone.
#
# "Seretide/Advair" is one row in GSK's sales table and two products in the database:
# Advair Hfa and Advair Diskus 500/50, each with its own approval. Neither can be given
# the row, because GSK does not split it and a split would be invented, and giving it to
# both would count it twice. The line carries the pair instead, and both assets stay
# blocked until GSK splits them. It is running off as the inhaled respiratory portfolio
# gives way to Trelegy.
#
# Margins and the discount rate are the company's, from the same filed lines every GSK
# asset carries, so the assets and this line together are the company's own P&L.
ticker,line,scenario,key,value,text_value,unit,source,note
GSK,General Medicines other,base,forecast_years,10,,years,the horizon most of GSK's marketed assets carry,
GSK,General Medicines other,base,pos,1.0,,,booked revenue,"stated, because no development phase applies"
GSK,General Medicines other,base,cogs_pct,0.276,,share of revenue,"GSK FY2025, from the filed lines",
GSK,General Medicines other,base,sga_pct,0.2782,,share of revenue,"GSK FY2025, from the filed lines",
GSK,General Medicines other,base,rd_pct,0.2304,,share of revenue,"GSK FY2025, from the filed lines",
GSK,General Medicines other,base,other_costs_pct,-0.024734441485290967,,share of revenue,"derived: GSK turned 18.02% of revenue into free cash over 2023 to 2025 against the 19.3% its filed expense lines leave. Checked before interest: interest paid is booked under financing, so free cash flow is already struck before interest, so the charge stands. Restated at replacement capex: GSK spent 4,061mm GBP on plant over 2023 to 2025 against 2,628mm GBP of plant depreciation, 1.52% of revenue above what keeps the plant running. Taken at depreciation, the charge falls from 1.44% to 0.00%. Restated without one-off cash: GSK's free cash flow over 2023 to 2025 carried 1,867mm GBP of legal settlements. None recurs, so the charge stays nil. Restated to the amortisation floor: the filed cost lines leave a 21.54% pre-tax margin where the cash over 2023 to 2025 supports 23.77%, so the charge rebuilds at -2.23%. It was held at nil, but GSK books 808mm GBP of non-cash amortisation of acquired intangibles inside its cost lines in FY2025 (0001131399-26-000004), 2.47% of revenue, so the charge takes the rebuilt figure: -2.23%. Restated without working capital build: over 2023 to 2025 GSK's cash flow statement shows receivables up 1,109mm GBP, inventories up 858mm GBP, payables down 63mm GBP, a working capital build of 2,030mm GBP, 2.15% of revenue. Growth ties that cash up once, not on every product for ever, so the charge falls from -2.23% to -2.47%.","amortisation, restructuring and capital spending, none of which the filed lines carry"
GSK,General Medicines other,base,tax_rate,0.1037,,effective rate,"aggregate effective rate over the 6 years to 2025 with positive pre-tax income, taken as pre-tax income as filed",
GSK,General Medicines other,base,risk_free,0.0501,,,"10-year Treasury constant maturity (FRED DGS10), 2026-09-16: 5.01%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
GSK,General Medicines other,base,erp,0.0414,,,"Damodaran implied US equity risk premium, 2026-09-01: 4.14% on the trailing twelve month with adjusted payout basis, against his own 4.75% US Treasury. The 0.22% US default spread is not added back, since this book discounts at the raw ten-year (pages.stern.nyu.edu/~adamodar/New_Home_Page/home.htm)",
GSK,General Medicines other,base,beta,0.55,,,"computed from 261 weekly returns vs S&P 500, 2021-W35 to 2026-W36, Blume-adjusted (0.33 raw)",
GSK,General Medicines other,base,cost_of_debt,0.056,,,"ICE BofA A-rated US corporate effective yield (FRED BAMLC0A3CAEY), 2026-09-16: 5.60%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
GSK,General Medicines other,base,debt_weight,0.194899,,,"filed TotalDebt of 14,453mm GBP at 2025-12-31 over debt plus market capitalisation",
GSK,Specialty other,base,base_revenue,63.0,,mm GBP,"GSK FY2025 results (6-K 0001654954-26-000892), turnover by product: HIV other 29, Respiratory, Immunology & Inflammation other 29, Blenrep 17, Oncology other (12), Pandemic 0, GBP mm",
GSK,Specialty other,base,revenue_growth_pct,0.0,,"annual, near term","held at its level: Blenrep, relaunched, rose from 2 to 17 while pandemic sales fell from 12 to nil, and the lines together went from 71 to 63",
GSK,Specialty other,base,terminal_growth_pct,0.0,,"annual, long run",the engine's terminal value is a zero-growth perpetuity,"faded to flat: a collection of products does not renew itself, the launch line does that"
GSK,Specialty other,base,growth_fade_years,5,,years,convention: nothing to fade from a held level,
GSK,Specialty other,base,forecast_start_year,2026,,year,the year after the last reported full year,
GSK,Specialty other,base,forecast_years,10,,years,the horizon most of GSK's marketed assets carry,
GSK,Specialty other,base,pos,1.0,,,booked revenue,"stated, because no development phase applies"
GSK,Specialty other,base,cogs_pct,0.276,,share of revenue,"GSK FY2025, from the filed lines",
GSK,Specialty other,base,sga_pct,0.2782,,share of revenue,"GSK FY2025, from the filed lines",
GSK,Specialty other,base,rd_pct,0.2304,,share of revenue,"GSK FY2025, from the filed lines",
GSK,Specialty other,base,other_costs_pct,-0.024734441485290967,,share of revenue,"derived: GSK turned 18.02% of revenue into free cash over 2023 to 2025 against the 19.3% its filed expense lines leave. Checked before interest: interest paid is booked under financing, so free cash flow is already struck before interest, so the charge stands. Restated at replacement capex: GSK spent 4,061mm GBP on plant over 2023 to 2025 against 2,628mm GBP of plant depreciation, 1.52% of revenue above what keeps the plant running. Taken at depreciation, the charge falls from 1.44% to 0.00%. Restated without one-off cash: GSK's free cash flow over 2023 to 2025 carried 1,867mm GBP of legal settlements. None recurs, so the charge stays nil. Restated to the amortisation floor: the filed cost lines leave a 21.54% pre-tax margin where the cash over 2023 to 2025 supports 23.77%, so the charge rebuilds at -2.23%. It was held at nil, but GSK books 808mm GBP of non-cash amortisation of acquired intangibles inside its cost lines in FY2025 (0001131399-26-000004), 2.47% of revenue, so the charge takes the rebuilt figure: -2.23%. Restated without working capital build: over 2023 to 2025 GSK's cash flow statement shows receivables up 1,109mm GBP, inventories up 858mm GBP, payables down 63mm GBP, a working capital build of 2,030mm GBP, 2.15% of revenue. Growth ties that cash up once, not on every product for ever, so the charge falls from -2.23% to -2.47%.","amortisation, restructuring and capital spending, none of which the filed lines carry"
GSK,Specialty other,base,tax_rate,0.1037,,effective rate,"aggregate effective rate over the 6 years to 2025 with positive pre-tax income, taken as pre-tax income as filed",
GSK,Specialty other,base,risk_free,0.0501,,,"10-year Treasury constant maturity (FRED DGS10), 2026-09-16: 5.01%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
GSK,Specialty other,base,erp,0.0414,,,"Damodaran implied US equity risk premium, 2026-09-01: 4.14% on the trailing twelve month with adjusted payout basis, against his own 4.75% US Treasury. The 0.22% US default spread is not added back, since this book discounts at the raw ten-year (pages.stern.nyu.edu/~adamodar/New_Home_Page/home.htm)",
GSK,Specialty other,base,beta,0.55,,,"computed from 261 weekly returns vs S&P 500, 2021-W35 to 2026-W36, Blume-adjusted (0.33 raw)",
GSK,Specialty other,base,cost_of_debt,0.056,,,"ICE BofA A-rated US corporate effective yield (FRED BAMLC0A3CAEY), 2026-09-16: 5.60%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
GSK,Specialty other,base,debt_weight,0.194899,,,"filed TotalDebt of 14,453mm GBP at 2025-12-31 over debt plus market capitalisation",
