# Gilead revenue that no product on file carries, so the model reconciles to the reported
# USD 29,443mm rather than to the product rows alone.
#
# The FY2025 10-K (0000882095-26-000006) revenue table rolls a launch and a tail into its
# Other lines: Other HIV (500) holds Yeztugo, Other Liver Disease (874) holds Livdelzi, and
# AmBisome (509) and Other (290) are older products. Royalty, contract and other revenues
# (527) include USD 400mm of previously constrained revenue from an earlier sale of
# intellectual property, recognised in the third quarter of 2025, which is left out: it is
# a receipt from a sale, not a royalty stream. A further USD 156mm came in the second quarter
# of 2026 and is left out for the same reason.
#
# Yeztugo and Livdelzi are carried at their latest run rate and held there: neither has a
# full prior year to grow from, and their peaks are not modelled, which reads low while they
# grow. Each is one molecule, so each line loses exclusivity when the drug does. Each
# belongs in its own product model.
# Margins and the discount rate are the company's, copied from the rows every Gilead product
# carries, so the products and these lines together are the company's own P&L.
ticker,line,scenario,key,value,text_value,unit,source,note
GILD,Yeztugo,base,cogs_pct,0.2117,,share of revenue,"GILD FY2025, from the filed lines",
GILD,Yeztugo,base,sga_pct,0.1961,,share of revenue,"GILD FY2025, from the filed lines",
GILD,Yeztugo,base,rd_pct,0.197,,share of revenue,"GILD FY2025, from the filed lines",
GILD,Yeztugo,base,other_costs_pct,-0.08151343273443602,,share of revenue,"derived and found to be nil: the filed expense lines already leave less than the 31.86% of revenue this company turned into free cash over 2023 to 2025. Restated before interest: GILD paid $2,878mm of interest inside operating cash flow over 2023 to 2025, 3.37% of revenue. The free cash flow above is struck after it and the valuation already charges the debt by subtracting net debt, so adding it back only widens a gap the filed lines already leave, and the charge stays nil. Restated at replacement capex: GILD spent $1,671mm on plant over 2023 to 2025 against $1,105mm of plant depreciation, 0.66% of revenue above what keeps the plant running. Taken at depreciation, the charge stays nil. Restated without one-off cash: GILD's free cash flow over 2023 to 2025 carried $525mm of legal settlements; $3,400mm of US transition tax (2023 instalment 900mm; 2024 instalment 1,200mm; 2025 instalment 1,300mm). None recurs, so the charge stays nil. Restated to the amortisation floor: the filed cost lines leave a 39.52% pre-tax margin where the cash over 2023 to 2025 supports 51.47%, so the charge rebuilds at -11.95%. It was held at nil, but GILD books $2,400mm of non-cash amortisation of acquired intangibles inside cost of sales in FY2025 (0000882095-26-000006), 8.15% of revenue, so the charge stops at that floor: -8.15%. Restated without working capital build: over 2023 to 2025 GILD's cash flow statement shows receivables up $71mm, inventories up $2,304mm, payables down $189mm, a working capital build of $2,564mm, 3.01% of revenue. Growth ties that cash up once, not on every product for ever, so the charge was held at the amortisation floor, -8.15% where the filed figures rebuild it at -11.95%, and stays there.","amortisation, restructuring and capital spending, none of which the filed lines carry"
GILD,Yeztugo,base,tax_rate,0.231,,effective rate,aggregate effective rate over the 6 years to 2025 with positive pre-tax income,
GILD,Yeztugo,base,risk_free,0.0501,,,"10-year Treasury constant maturity (FRED DGS10), 2026-09-16: 5.01%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
GILD,Yeztugo,base,erp,0.05,,,Damodaran US ERP estimate,
GILD,Yeztugo,base,beta,0.62,,,"computed from 261 weekly returns vs S&P 500, 2021-W34 to 2026-W35, Blume-adjusted (0.43 raw)",
GILD,Yeztugo,base,cost_of_debt,0.056,,,"ICE BofA A-rated US corporate effective yield (FRED BAMLC0A3CAEY), 2026-09-16: 5.60%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
GILD,Yeztugo,base,debt_weight,0.123183,,,"filed TotalDebt of 26,246mm USD at 2026-06-30 over debt plus market capitalisation",
GILD,Livdelzi,base,base_revenue,373.0,,mm USD,"Gilead's 2026 proxy statement (0001308179-26-000106): ""$373 MILLION / 2025 Sales / Livdelzi"", rounded as printed; the 10-K holds it inside Other Liver Disease","seladelpar for primary biliary cholangitis, approved in August 2024"
GILD,Livdelzi,base,revenue_growth_pct,0.608579,,"annual, near term","to the latest run rate in 2026, the engine's own convention (a half annualised where no quarter is given): 300 in the first half of 2026 (Q2 2026 10-Q, 0000882095-26-000031), 600 a year, against 373",held there from 2027: no peak is modelled
GILD,Livdelzi,base,terminal_growth_pct,0.0,,"annual, long run",the engine's terminal value is a zero-growth perpetuity,"faded to flat: a collection of products does not renew itself, the launch line does that"
GILD,Livdelzi,base,growth_fade_years,1,,years,one year: the rate carries 2025 to the latest run rate and stops,
GILD,Livdelzi,base,forecast_start_year,2026,,year,the year after the last reported full year,
GILD,Livdelzi,base,forecast_years,13,,years,the horizon most of GILD's marketed assets carry,
GILD,Livdelzi,base,pos,1.0,,,booked revenue,"stated, because no development phase applies"
GILD,Livdelzi,base,loe_year,2031,,year,"Gilead FY2025 10-K (0000882095-26-000006), principal products patent table: Livdelzi's U.S. patent is 2025 and footnote (9) reads ""FDA Orphan Drug Exclusivity expires in 2031""","orphan exclusivity is left out of a product's date where it covers one of several indications; primary biliary cholangitis is Livdelzi's only one, so here it is the protection"
GILD,Livdelzi,base,erosion_year1_pct,0.6,,share lost in year one,"curated default for a small molecule (data/erosion_defaults.csv): FDA/ASPE and IQVIA generic entry studies, 50-80% of volume in the first year",
GILD,Livdelzi,base,erosion_decay_pct,0.35,,annual,curated default for a small molecule (data/erosion_defaults.csv): FDA/ASPE and IQVIA generic entry studies,
GILD,Livdelzi,base,cogs_pct,0.2117,,share of revenue,"GILD FY2025, from the filed lines",
GILD,Livdelzi,base,sga_pct,0.1961,,share of revenue,"GILD FY2025, from the filed lines",
GILD,Livdelzi,base,rd_pct,0.197,,share of revenue,"GILD FY2025, from the filed lines",
GILD,Livdelzi,base,other_costs_pct,-0.08151343273443602,,share of revenue,"derived and found to be nil: the filed expense lines already leave less than the 31.86% of revenue this company turned into free cash over 2023 to 2025. Restated before interest: GILD paid $2,878mm of interest inside operating cash flow over 2023 to 2025, 3.37% of revenue. The free cash flow above is struck after it and the valuation already charges the debt by subtracting net debt, so adding it back only widens a gap the filed lines already leave, and the charge stays nil. Restated at replacement capex: GILD spent $1,671mm on plant over 2023 to 2025 against $1,105mm of plant depreciation, 0.66% of revenue above what keeps the plant running. Taken at depreciation, the charge stays nil. Restated without one-off cash: GILD's free cash flow over 2023 to 2025 carried $525mm of legal settlements; $3,400mm of US transition tax (2023 instalment 900mm; 2024 instalment 1,200mm; 2025 instalment 1,300mm). None recurs, so the charge stays nil. Restated to the amortisation floor: the filed cost lines leave a 39.52% pre-tax margin where the cash over 2023 to 2025 supports 51.47%, so the charge rebuilds at -11.95%. It was held at nil, but GILD books $2,400mm of non-cash amortisation of acquired intangibles inside cost of sales in FY2025 (0000882095-26-000006), 8.15% of revenue, so the charge stops at that floor: -8.15%. Restated without working capital build: over 2023 to 2025 GILD's cash flow statement shows receivables up $71mm, inventories up $2,304mm, payables down $189mm, a working capital build of $2,564mm, 3.01% of revenue. Growth ties that cash up once, not on every product for ever, so the charge was held at the amortisation floor, -8.15% where the filed figures rebuild it at -11.95%, and stays there.","amortisation, restructuring and capital spending, none of which the filed lines carry"
GILD,Livdelzi,base,tax_rate,0.231,,effective rate,aggregate effective rate over the 6 years to 2025 with positive pre-tax income,
GILD,Livdelzi,base,risk_free,0.0501,,,"10-year Treasury constant maturity (FRED DGS10), 2026-09-16: 5.01%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
GILD,Livdelzi,base,erp,0.05,,,Damodaran US ERP estimate,
GILD,Livdelzi,base,beta,0.62,,,"computed from 261 weekly returns vs S&P 500, 2021-W34 to 2026-W35, Blume-adjusted (0.43 raw)",
GILD,Livdelzi,base,cost_of_debt,0.056,,,"ICE BofA A-rated US corporate effective yield (FRED BAMLC0A3CAEY), 2026-09-16: 5.60%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
GILD,Livdelzi,base,debt_weight,0.123183,,,"filed TotalDebt of 26,246mm USD at 2026-06-30 over debt plus market capitalisation",
GILD,Established products,base,base_revenue,1650.0,,mm USD,"Gilead FY2025 10-K (0000882095-26-000006) revenue table: Other HIV 500, Other Liver Disease 874, AmBisome 509 and Other 290 (Cayston, Jyseleca, Letairis, Zydelig), less Yeztugo 150 and Livdelzi 373 from the 2026 proxy","Other HIV also holds Atripla, Complera/Eviplera, Emtriva, Stribild, Sunlenca, Truvada and Tybost; Other Liver Disease holds Harvoni, Hepcludex, Hepsera, Sovaldi, Viread and Vosevi"
GILD,Established products,base,revenue_growth_pct,-0.0625,,"annual, near term","at most -6.2% against 2024: the same lines were 434, 467, 533 and 356, and Livdelzi's 2024 sales are disclosed only for the fourth quarter ($30mm, 2025 proxy), so the 2024 base is at most 1,760. Taken at that bound",Other HIV without Yeztugo fell 19.4%; Other Liver Disease without Livdelzi grew at least 14.6% on hepatitis B and D
GILD,Established products,base,terminal_growth_pct,0.0,,"annual, long run",the engine's terminal value is a zero-growth perpetuity,"faded to flat: a collection of products does not renew itself, the launch line does that"
GILD,Established products,base,growth_fade_years,5,,years,convention: a recent rate describes next year,
GILD,Established products,base,forecast_start_year,2026,,year,the year after the last reported full year,
GILD,Established products,base,forecast_years,13,,years,the horizon most of GILD's marketed assets carry,
GILD,Established products,base,pos,1.0,,,booked revenue,"stated, because no development phase applies"
GILD,Established products,base,cogs_pct,0.2117,,share of revenue,"GILD FY2025, from the filed lines",
GILD,Established products,base,sga_pct,0.1961,,share of revenue,"GILD FY2025, from the filed lines",
GILD,Established products,base,rd_pct,0.197,,share of revenue,"GILD FY2025, from the filed lines",
GILD,Established products,base,other_costs_pct,-0.08151343273443602,,share of revenue,"derived and found to be nil: the filed expense lines already leave less than the 31.86% of revenue this company turned into free cash over 2023 to 2025. Restated before interest: GILD paid $2,878mm of interest inside operating cash flow over 2023 to 2025, 3.37% of revenue. The free cash flow above is struck after it and the valuation already charges the debt by subtracting net debt, so adding it back only widens a gap the filed lines already leave, and the charge stays nil. Restated at replacement capex: GILD spent $1,671mm on plant over 2023 to 2025 against $1,105mm of plant depreciation, 0.66% of revenue above what keeps the plant running. Taken at depreciation, the charge stays nil. Restated without one-off cash: GILD's free cash flow over 2023 to 2025 carried $525mm of legal settlements; $3,400mm of US transition tax (2023 instalment 900mm; 2024 instalment 1,200mm; 2025 instalment 1,300mm). None recurs, so the charge stays nil. Restated to the amortisation floor: the filed cost lines leave a 39.52% pre-tax margin where the cash over 2023 to 2025 supports 51.47%, so the charge rebuilds at -11.95%. It was held at nil, but GILD books $2,400mm of non-cash amortisation of acquired intangibles inside cost of sales in FY2025 (0000882095-26-000006), 8.15% of revenue, so the charge stops at that floor: -8.15%. Restated without working capital build: over 2023 to 2025 GILD's cash flow statement shows receivables up $71mm, inventories up $2,304mm, payables down $189mm, a working capital build of $2,564mm, 3.01% of revenue. Growth ties that cash up once, not on every product for ever, so the charge was held at the amortisation floor, -8.15% where the filed figures rebuild it at -11.95%, and stays there.","amortisation, restructuring and capital spending, none of which the filed lines carry"
GILD,Established products,base,tax_rate,0.231,,effective rate,aggregate effective rate over the 6 years to 2025 with positive pre-tax income,
GILD,Established products,base,risk_free,0.0501,,,"10-year Treasury constant maturity (FRED DGS10), 2026-09-16: 5.01%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
GILD,Established products,base,erp,0.05,,,Damodaran US ERP estimate,
GILD,Established products,base,beta,0.62,,,"computed from 261 weekly returns vs S&P 500, 2021-W34 to 2026-W35, Blume-adjusted (0.43 raw)",
GILD,Established products,base,cost_of_debt,0.056,,,"ICE BofA A-rated US corporate effective yield (FRED BAMLC0A3CAEY), 2026-09-16: 5.60%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
GILD,Established products,base,debt_weight,0.123183,,,"filed TotalDebt of 26,246mm USD at 2026-06-30 over debt plus market capitalisation",
GILD,"Royalty, contract and other",base,base_revenue,127.0,,mm USD,"Gilead FY2025 10-K (0000882095-26-000006): royalty, contract and other revenues of 527, less ""$400 million of previously constrained revenues from the sale of certain intellectual property"" recognised in the third quarter",the $400mm and a further $156mm in Q2 2026 are receipts from a past sale and are left out
GILD,"Royalty, contract and other",base,revenue_growth_pct,-0.118056,,"annual, near term","the same line a year earlier: 127 against 144 in 2024, -11.8%",
GILD,"Royalty, contract and other",base,terminal_growth_pct,0.0,,"annual, long run",the engine's terminal value is a zero-growth perpetuity,"faded to flat: a collection of products does not renew itself, the launch line does that"
GILD,"Royalty, contract and other",base,growth_fade_years,5,,years,convention: a recent rate describes next year,
GILD,"Royalty, contract and other",base,forecast_start_year,2026,,year,the year after the last reported full year,
GILD,"Royalty, contract and other",base,forecast_years,13,,years,the horizon most of GILD's marketed assets carry,
GILD,"Royalty, contract and other",base,pos,1.0,,,booked revenue,"stated, because no development phase applies"
GILD,"Royalty, contract and other",base,cogs_pct,0.2117,,share of revenue,"GILD FY2025, from the filed lines",
GILD,"Royalty, contract and other",base,sga_pct,0.1961,,share of revenue,"GILD FY2025, from the filed lines",
GILD,"Royalty, contract and other",base,rd_pct,0.197,,share of revenue,"GILD FY2025, from the filed lines",
GILD,"Royalty, contract and other",base,other_costs_pct,-0.08151343273443602,,share of revenue,"derived and found to be nil: the filed expense lines already leave less than the 31.86% of revenue this company turned into free cash over 2023 to 2025. Restated before interest: GILD paid $2,878mm of interest inside operating cash flow over 2023 to 2025, 3.37% of revenue. The free cash flow above is struck after it and the valuation already charges the debt by subtracting net debt, so adding it back only widens a gap the filed lines already leave, and the charge stays nil. Restated at replacement capex: GILD spent $1,671mm on plant over 2023 to 2025 against $1,105mm of plant depreciation, 0.66% of revenue above what keeps the plant running. Taken at depreciation, the charge stays nil. Restated without one-off cash: GILD's free cash flow over 2023 to 2025 carried $525mm of legal settlements; $3,400mm of US transition tax (2023 instalment 900mm; 2024 instalment 1,200mm; 2025 instalment 1,300mm). None recurs, so the charge stays nil. Restated to the amortisation floor: the filed cost lines leave a 39.52% pre-tax margin where the cash over 2023 to 2025 supports 51.47%, so the charge rebuilds at -11.95%. It was held at nil, but GILD books $2,400mm of non-cash amortisation of acquired intangibles inside cost of sales in FY2025 (0000882095-26-000006), 8.15% of revenue, so the charge stops at that floor: -8.15%. Restated without working capital build: over 2023 to 2025 GILD's cash flow statement shows receivables up $71mm, inventories up $2,304mm, payables down $189mm, a working capital build of $2,564mm, 3.01% of revenue. Growth ties that cash up once, not on every product for ever, so the charge was held at the amortisation floor, -8.15% where the filed figures rebuild it at -11.95%, and stays there.","amortisation, restructuring and capital spending, none of which the filed lines carry"
GILD,"Royalty, contract and other",base,tax_rate,0.231,,effective rate,aggregate effective rate over the 6 years to 2025 with positive pre-tax income,
GILD,"Royalty, contract and other",base,risk_free,0.0501,,,"10-year Treasury constant maturity (FRED DGS10), 2026-09-16: 5.01%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
GILD,"Royalty, contract and other",base,erp,0.05,,,Damodaran US ERP estimate,
GILD,"Royalty, contract and other",base,beta,0.62,,,"computed from 261 weekly returns vs S&P 500, 2021-W34 to 2026-W35, Blume-adjusted (0.43 raw)",
GILD,"Royalty, contract and other",base,cost_of_debt,0.056,,,"ICE BofA A-rated US corporate effective yield (FRED BAMLC0A3CAEY), 2026-09-16: 5.60%. Refreshed with the data (fetchers/rates_fred.py), so the rate a valuation uses is the one the market last quoted rather than the one it was written on",
GILD,"Royalty, contract and other",base,debt_weight,0.123183,,,"filed TotalDebt of 26,246mm USD at 2026-06-30 over debt plus market capitalisation",
